genomes,primary_dbxref,displayname,uniquename,stx1_subtype,stx2_subtype,isolation_host,strain,serotype,isolation_date,isolation_source,syndrome,isolation_location
public_2609659,genbank: AJPQ00000000.1,AI27,AI27,undefined,undefined,Sus scrofa (pig),AI27,undefined,undefined,Stool,undefined,South Korea
public_2826327,genbank: JHMM00000000.1,O165:H25 Str. 2010C-4874,O165:H25 Str. 2010C-4874,undefined,2a,undefined,2010C-4874,O165:H25,undefined,undefined,undefined,United States
public_2695045,genbank: AOQT00000000.1,TOP2515,TOP2515,undefined,undefined,Homo sapiens (human),TOP2515,undefined,2005-04-01,Urine,undefined,"Seattle, WA, USA"
public_2721296,genbank: AQAK00000000.1,P0304777.14,P0304777.14,undefined,undefined,Homo sapiens (human),P0304777.14,undefined,undefined,Stool,undefined,Bangladesh
public_2734304,genbank: AQDK00000000.1,2861200,2861200,undefined,undefined,Homo sapiens (human),2861200,undefined,2008-01-01,Stool,undefined,Bangladesh
public_2859494,genbank: JNPV00000000.1,2-210-07_S1_C2,2-210-07_S1_C2,undefined,undefined,Homo sapiens (human),2-210-07_S1_C2,undefined,2009-01-23,Stool,undefined,Tanzania
public_2798697,genbank: JHGK00000000.1,O26:H11 Str. 2009C-4760,O26:H11 Str. 2009C-4760,1a,undefined,undefined,2009C-4760,O26:H11,undefined,undefined,undefined,United States
public_2719680,genbank: AQAA00000000.1,P0302293.10,P0302293.10,undefined,undefined,Homo sapiens (human),P0302293.10,undefined,2011-03-01,Stool,undefined,Bangladesh
public_2882799,genbank: JQFB00000000.1,K1,K1,undefined,undefined,undefined,904,undefined,2007-04-26,Enteral feeding tube,undefined,"Nottingham, Nottingham, UK"
public_2587204,genbank: AIAH00000000.1,C157_11,C157_11,undefined,undefined,Homo sapiens (human),C157_11,undefined,undefined,Stool,undefined,Denmark
public_2642884,genbank: ALNX00000000.1,E851/71,E851/71,undefined,undefined,Homo sapiens (human),E851/71,undefined,undefined,Stool,undefined,"Scotland, UK"
public_2571356,genbank: AFET00000000.1,AA86,AA86,undefined,undefined,Bos taurus (cow),KACC:15541,undefined,undefined,Stool,Asymptomatic,undefined
public_2683647,genbank: ANVE00000000.1,KTE162,KTE162,undefined,undefined,Homo sapiens (human),KTE162,undefined,2010-01-01,undefined,undefined,Denmark
public_2738690,genbank: AQER00000000.1,P0299917.1,P0299917.1,undefined,undefined,Homo sapiens (human),P0299917.1,undefined,undefined,Stool,undefined,Bangladesh
public_2784984,genbank: CCRC00000000.1,8 Str. E. coli,8 Str. E. coli,undefined,2e,Homo sapiens (human),29755,8,2010-10-25,Stool,undefined,Norway
public_2877266,genbank: JORO00000000.1,7-233-03_S3_C1,7-233-03_S3_C1,undefined,undefined,Homo sapiens (human),7-233-03_S3_C1,undefined,2009-04-28,Stool,undefined,Tanzania
public_2669462,genbank: ANHT00000000.1,LCT-EC52,LCT-EC52,undefined,undefined,undefined,LCT-EC52,undefined,2011-11-01,culture of E. coli that spent 17 days in space aboard the Shenzhou 8 spacecraft,undefined,China
public_2628703,genbank: AKLM00000000.1,PA31,PA31,1a,2a,Homo sapiens (human),PA31,O157:H7,2008-01-01,undefined,undefined,United States
public_2880246,genbank: JOSJ00000000.1,2-052-05_S3_C2,2-052-05_S3_C2,undefined,undefined,Homo sapiens (human),2-052-05_S3_C2,undefined,2009-04-23,Stool,undefined,Tanzania
public_2608050,genbank: AIGZ00000000.1,DEC11E,DEC11E,undefined,undefined,Homo sapiens (human),DEC11E,O128:H2,undefined,undefined,undefined,Brazil
public_2683821,genbank: ANVT00000000.1,KTE48,KTE48,undefined,undefined,Homo sapiens (human),KTE48,undefined,2010-01-01,undefined,undefined,Denmark
public_2708439,genbank: APXX00000000.1,P0298942.7,P0298942.7,undefined,undefined,Homo sapiens (human),P0298942.7,undefined,2011-03-01,undefined,undefined,Bangladesh
public_2840061,genbank: JJLZ00000000.1,2-005-03_S1_C3,2-005-03_S1_C3,undefined,undefined,Homo sapiens (human),2-005-03_S1_C3,undefined,2009-01-23,Stool,undefined,Tanzania
public_2789021,genbank: JFFO00000000.1,UCD_JA69,UCD_JA69,undefined,undefined,Homo sapiens (human),UCD_JA69,undefined,2013-01-01,Blood,undefined,"UC Davis Medical Center, 2315 Stockton Boulevard, Sacramento, CA 95817, USA"
public_2841048,genbank: JJMY00000000.1,BIDMC 82,BIDMC 82,undefined,undefined,Homo sapiens (human),BIDMC 82,undefined,2013-11-11,Urine,undefined,undefined
public_2578911,genbank: AGSE00000000.1,DSM 30083 = JCM 1649 = ATCC 11775,DSM 30083 = JCM 1649 = ATCC 11775,undefined,undefined,undefined,DSM:30083,undefined,undefined,Urine,undefined,undefined
public_2803323,genbank: JHHH00000000.1,O157:NM Str. 08-4540,O157:NM Str. 08-4540,undefined,undefined,undefined,08-4540,O157:NM,undefined,undefined,undefined,United States
public_2823884,genbank: JHLZ00000000.1,O121:H19 Str. 2011C-3216,O121:H19 Str. 2011C-3216,undefined,2a,undefined,2011C-3216,O121:H19,undefined,undefined,undefined,United States
public_2587686,genbank: AIAI00000000.1,C161_11,C161_11,undefined,undefined,Homo sapiens (human),C161_11,undefined,undefined,Stool,undefined,Denmark
public_2807301,genbank: JHIG00000000.1,O157:H7 Str. K5449,O157:H7 Str. K5449,undefined,undefined,undefined,K5449,O157:H7,undefined,undefined,undefined,United States
public_2848009,genbank: JMVW00000000.1,UCI 66,UCI 66,undefined,undefined,Homo sapiens (human),UCI 66,undefined,2013-01-01,Urine,undefined,"California, USA"
public_2850214,genbank: JNML00000000.1,3-105-05_S4_C1,3-105-05_S4_C1,undefined,undefined,Homo sapiens (human),3-105-05_S4_C1,undefined,2009-07-09,Stool,undefined,Tanzania
public_2740590,genbank: AQGP00000000.1,STEC O174:H2 Str. 02-04446,STEC O174:H2 Str. 02-04446,1a,undefined,Homo sapiens (human),02-04446,O174:H2,2002-01-01,Stool,undefined,Germany
public_2662054,genbank: AMUY00000000.1,EC1850,EC1850,undefined,undefined,Homo sapiens (human),EC1850,O157:H7,2009-01-01,undefined,undefined,United States
public_2578916,genbank: AGSG00000000.1,O103:H25 Str. NIPH-11060424,O103:H25 Str. NIPH-11060424,undefined,2a,Homo sapiens (human),NIPH-11060424,O103:H25,2006-01-01,Stool,Hemolytic-uremic syndrome,Norway
public_2791410,genbank: JHEW00000000.1,O26:H11 Str. 97-3250,O26:H11 Str. 97-3250,1a,2a,Homo sapiens (human),97-3250,O26:H11,1997-01-01,undefined,undefined,United States
public_2683738,genbank: ANVG00000000.1,KTE171,KTE171,undefined,undefined,Homo sapiens (human),KTE171,undefined,2010-01-01,undefined,undefined,Denmark
public_2841195,genbank: JJNT00000000.1,2009-46,2009-46,undefined,undefined,Homo sapiens (human),2009-46,undefined,2009-09-01,Urine,undefined,"Sydney Adventist Hospital, 185 Fox Valley Road, Wahroonga NSW 2076, Australia"
public_2560523,genbank: ADUD00000000.1,MS 196-1,MS 196-1,undefined,undefined,Homo sapiens (human),MS 196-1,undefined,undefined,Intestine,Crohn's Disease,undefined
public_2708658,genbank: APXY00000000.1,P0298942.8,P0298942.8,undefined,undefined,Homo sapiens (human),P0298942.8,undefined,2011-03-01,Stool,undefined,Bangladesh
public_2811611,genbank: JHJN00000000.1,O157:H7 Str. F7350,O157:H7 Str. F7350,1a,2a,undefined,F7350,O157:H7,undefined,undefined,undefined,United States
public_2847918,genbank: JMVU00000000.1,UCI 58,UCI 58,undefined,undefined,Homo sapiens (human),UCI 58,undefined,2013-01-01,Urine,undefined,"California, USA"
public_2682170,genbank: ANUC00000000.1,KTE49,KTE49,undefined,undefined,Homo sapiens (human),KTE49,undefined,2010-01-01,undefined,undefined,Denmark
public_2738876,genbank: AQEV00000000.1,MP021561.2,MP021561.2,undefined,undefined,Homo sapiens (human),MP021561.2,undefined,undefined,Stool,undefined,Bangladesh
public_2698755,genbank: AORA00000000.1,TOP2652 (2698755),TOP2652 (2698755),undefined,undefined,Homo sapiens (human),TOP2652,undefined,2005-04-27,Urine,undefined,"Seattle, WA, USA"
public_2683913,genbank: ANVV00000000.1,KTE54,KTE54,undefined,undefined,Homo sapiens (human),KTE54,undefined,2010-01-01,undefined,undefined,Denmark
public_2643223,genbank: AMTD00000000.1,3.4870,3.4870,1a,2a,Bos taurus (cow),3.487,O157:H7,2003-01-01,undefined,undefined,United States
public_2789336,genbank: JFJL00000000.1,EC2,EC2,undefined,undefined,Homo sapiens (human),EC2,undefined,2012-08-03,Blood,Necrotizing fasciitis,"Mississippi, USA"
public_2745739,genbank: ATNX00000000.1,MC23,MC23,undefined,undefined,Homo sapiens (human),MC23,undefined,undefined,Stool,Bacteremia,"Missouri, USA"
public_2865982,genbank: JNRH00000000.1,2-474-04_S3_C1,2-474-04_S3_C1,undefined,undefined,Homo sapiens (human),2-474-04_S3_C1,undefined,2009-04-24,Stool,undefined,Tanzania
public_2556386,genbank: ADTR00000000.1,MS 21-1,MS 21-1,undefined,undefined,Homo sapiens (human),MS 21-1,undefined,undefined,Intestine,Crohn's Disease,undefined
public_2812010,genbank: JHJP00000000.1,O157:H7 Str. F6750,O157:H7 Str. F6750,1a,2a,undefined,F6750,O157:H7,undefined,undefined,undefined,United States
public_2564403,genbank: ADUZ00000000.1,O157:H7 Str. EC4127,O157:H7 Str. EC4127,undefined,undefined,Homo sapiens (human),EC4127,O157:H7,2006-01-01,Vegetable-based food,undefined,"Pennsylvania, USA"
public_2705385,genbank: APXL00000000.1,BCE008_MS-01,BCE008_MS-01,undefined,undefined,Homo sapiens (human),BCE008_MS-01,undefined,undefined,Stool,undefined,Bangladesh
public_2614855,genbank: AJWR00000000.1,541-1,541-1,undefined,undefined,Homo sapiens (human),541-1,undefined,2006-01-01,Ileum,undefined,United States
public_2556927,genbank: ADTS00000000.1,MS 117-3,MS 117-3,undefined,undefined,Homo sapiens (human),MS 117-3,undefined,undefined,Intestine,Crohn's Disease,undefined
public_2810707,genbank: JHJI00000000.1,O157:H7 Str. G5303,O157:H7 Str. G5303,1a,2a,undefined,G5303,O157:H7,undefined,undefined,undefined,United States
public_2861204,genbank: JNQE00000000.1,2-156-04_S4_C3,2-156-04_S4_C3,undefined,undefined,Homo sapiens (human),2-156-04_S4_C3,undefined,2009-07-15,Stool,undefined,Tanzania
public_2640809,genbank: AKMM00000000.1,EC4448,EC4448,undefined,undefined,Homo sapiens (human),EC4448,O157:H7,2006-01-01,undefined,undefined,United States
public_2739479,genbank: AQFH00000000.1,201600.1,201600.1,undefined,undefined,Homo sapiens (human),201600.1,undefined,undefined,Stool,undefined,Bangladesh
public_2607030,genbank: AIGK00000000.1,DEC9A,DEC9A,undefined,undefined,Homo sapiens (human),DEC9A,O26:H11,1961-01-01,undefined,undefined,"Wisconsin, USA"
public_2574459,genbank: AFVC00000000.1,O104:H4 Str. 11-4632 C3,O104:H4 Str. 11-4632 C3,undefined,2a,undefined,11-4632 C3,O104:H4,undefined,undefined,undefined,undefined
public_2866565,genbank: JNRJ00000000.1,2-427-07_S1_C3,2-427-07_S1_C3,undefined,undefined,Homo sapiens (human),2-427-07_S1_C3,undefined,2009-01-23,Stool,undefined,Tanzania
public_2684350,genbank: ANWJ00000000.1,KTE140,KTE140,undefined,undefined,Homo sapiens (human),KTE140,undefined,2010-01-01,undefined,undefined,Denmark
public_2847049,genbank: JMUX00000000.1,BIDMC 59,BIDMC 59,undefined,undefined,Homo sapiens (human),BIDMC 59,undefined,2013-01-01,Urine,undefined,"Boston, MA, USA"
public_2685195,genbank: ANXG00000000.1,KTE217,KTE217,undefined,undefined,Homo sapiens (human),KTE217,undefined,2010-01-01,undefined,undefined,undefined
public_2753571,genbank: AVSG00000000.1,B5-2,B5-2,1a,2a,Homo sapiens (human),B5-2,O157:H7,2000-01-01,undefined,undefined,"Washington, DC, USA"
public_2847284,genbank: JMVF00000000.1,BIDMC 73,BIDMC 73,undefined,undefined,Homo sapiens (human),BIDMC 73,undefined,2013-01-01,Urine,undefined,"Boston, MA, USA"
public_2607705,genbank: AIGU00000000.1,DEC10F,DEC10F,undefined,undefined,Oryctolagus cuniculus (rabbit),DEC10F,O15,1970-01-01,undefined,undefined,"South Carolina, USA"
public_2680875,genbank: ANTD00000000.1,KTE187,KTE187,undefined,undefined,Homo sapiens (human),KTE187,undefined,2009-01-01,undefined,undefined,undefined
public_2678565,genbank: ANMA00000000.1,97.1742,97.1742,undefined,2a,Homo sapiens (human),97.1742,O157:H7,1997-01-01,undefined,undefined,United States
public_2876949,genbank: JORL00000000.1,6-175-07_S1_C3,6-175-07_S1_C3,undefined,undefined,Homo sapiens (human),6-175-07_S1_C3,undefined,2009-01-15,Stool,undefined,Tanzania
public_2864587,genbank: JNRB00000000.1,2-460-02_S3_C1,2-460-02_S3_C1,undefined,undefined,Homo sapiens (human),2-460-02_S3_C1,undefined,2009-04-23,Stool,undefined,Tanzania
public_2552739,genbank: ADMX00000000.1,O157:H7 Str. EC4009,O157:H7 Str. EC4009,undefined,undefined,Homo sapiens (human),EC4009,O157:H7,2006-01-01,Vegetable-based food,undefined,"Nebraska, USA"
public_2862867,genbank: JNQP00000000.1,2-316-03_S3_C1,2-316-03_S3_C1,undefined,undefined,Homo sapiens (human),2-316-03_S3_C1,undefined,2009-04-24,Stool,undefined,Tanzania
public_2684138,genbank: ANWC00000000.1,KTE91,KTE91,undefined,undefined,Homo sapiens (human),KTE91,undefined,2009-01-01,undefined,undefined,Denmark
public_2814396,genbank: JHKD00000000.1,O157:H7 Str. 2011EL-2289,O157:H7 Str. 2011EL-2289,undefined,undefined,undefined,2011EL-2289,O157:H7,undefined,undefined,undefined,United States
public_2752293,genbank: AVRW00000000.1,B108,B108,undefined,2a,Homo sapiens (human),B108,O157:H7,1998-01-01,undefined,undefined,"Washington, DC, USA"
public_2870471,genbank: JOMW00000000.1,2-316-03_S1_C1,2-316-03_S1_C1,undefined,undefined,Homo sapiens (human),2-316-03_S1_C1,undefined,2009-01-23,Stool,undefined,Tanzania
public_2857241,genbank: JNPH00000000.1,2-177-06_S1_C1,2-177-06_S1_C1,undefined,undefined,Homo sapiens (human),2-177-06_S1_C1,undefined,2009-01-24,Stool,undefined,Tanzania
public_2829957,genbank: JHNE00000000.1,O157:H7 Str. 07-3391,O157:H7 Str. 07-3391,undefined,2a,undefined,07-3391,O157:H7,undefined,undefined,undefined,United States
public_2875360,genbank: JORD00000000.1,6-319-05_S1_C2,6-319-05_S1_C2,undefined,undefined,Homo sapiens (human),6-319-05_S1_C2,undefined,2009-01-15,Stool,undefined,Tanzania
public_2685991,genbank: AODY00000000.1,99.0814,99.0814,undefined,undefined,Homo sapiens (human),99.0814,O157:H7,1999-01-01,undefined,undefined,Argentina
public_2756597,genbank: AXTB00000000.1,113302,113302,undefined,undefined,Homo sapiens (human),113302,undefined,undefined,undefined,undefined,undefined
public_2817623,genbank: JHKU00000000.1,O111:NM Str. 08-4487,O111:NM Str. 08-4487,1a,2a,undefined,08-4487,O111:NM,undefined,undefined,undefined,United States
public_2834119,genbank: JHNZ00000000.1,O81:NM Str. 02-3012,O81:NM Str. 02-3012,undefined,undefined,undefined,02-3012,O81:NM,undefined,undefined,undefined,United States
public_2605885,genbank: AIFV00000000.1,DEC6A,DEC6A,undefined,undefined,Homo sapiens (human),DEC6A,O111:H21,1966-01-01,undefined,undefined,"New Jersey, USA"
public_2676989,genbank: ANLW00000000.1,96.0932,96.0932,undefined,2c,Bos taurus (cow),96.0932,O157:H7,1996-01-01,undefined,undefined,United States
public_2707726,genbank: APXU00000000.1,P0298942.15,P0298942.15,undefined,undefined,Homo sapiens (human),P0298942.15,undefined,2011-03-01,Stool,undefined,Bangladesh
public_2839643,genbank: JJLW00000000.1,1-250-04_S1_C3,1-250-04_S1_C3,undefined,undefined,Homo sapiens (human),1-250-04_S1_C3,undefined,2009-01-12,Stool,undefined,Tanzania
public_2828971,genbank: JHMY00000000.1,O111:NM Str. 2010C-4592,O111:NM Str. 2010C-4592,1a,2a,undefined,2010C-4592,O111:NM,undefined,undefined,undefined,United States
public_2818090,genbank: JHKW00000000.1,O157:H7 Str. 08-4169,O157:H7 Str. 08-4169,1a,2a,undefined,08-4169,O157:H7,undefined,undefined,undefined,United States
public_2684009,genbank: ANVY00000000.1,KTE65,KTE65,undefined,undefined,Homo sapiens (human),KTE65,undefined,2010-01-01,undefined,undefined,Denmark
public_2568644,genbank: AERP00000000.1,O157:H7 Str. 1044,O157:H7 Str. 1044,1a,2a,undefined,A,O157:H7,undefined,undefined,undefined,undefined
public_2742350,genbank: ASXQ00000000.1,IMT8073,IMT8073,undefined,undefined,Sus scrofa (pig),IMT8073,undefined,2003-01-01,Stool,Diarrhea,"Giessen, Germany"
public_2853169,genbank: JNND00000000.1,2-011-08_S4_C3,2-011-08_S4_C3,undefined,undefined,Homo sapiens (human),2-011-08_S4_C3,undefined,2009-07-15,Stool,undefined,Tanzania
public_2834751,genbank: JHOD00000000.1,O103:H11 Str. 04-3023,O103:H11 Str. 04-3023,undefined,undefined,undefined,04-3023,O184:H11,undefined,undefined,undefined,United States
public_2767029,genbank: AYOG00000000.1,LAU-EC5,LAU-EC5,undefined,undefined,undefined,LAU-EC5,undefined,2013-01-01,Gastrointestinal,undefined,"Byblos, Lebanon"
public_2690339,genbank: AOGL00000000.1,SEPT362,SEPT362,undefined,undefined,Gallus gallus (chicken),SEPT362,ONT:H10,1994-03-01,Liver,Septicaemia,Brazil
public_2823086,genbank: JHLW00000000.1,O111:NM Str. 2011C-3362,O111:NM Str. 2011C-3362,1a,undefined,undefined,2011C-3362,O111:NM,undefined,undefined,undefined,United States
public_2817829,genbank: JHKV00000000.1,O145:NM Str. 08-4270,O145:NM Str. 08-4270,undefined,2a,undefined,08-4270,O145:NM,undefined,undefined,undefined,United States
public_2857011,genbank: JNPF00000000.1,2-156-04_S3_C1,2-156-04_S3_C1,undefined,undefined,Homo sapiens (human),2-156-04_S3_C1,undefined,2009-04-23,Stool,undefined,Tanzania
public_2725476,genbank: AQBG00000000.1,P0304816.9,P0304816.9,undefined,undefined,Homo sapiens (human),P0304816.9,undefined,undefined,Stool,undefined,Bangladesh
public_2809539,genbank: JHIZ00000000.1,O157:H7 Str. K1845,O157:H7 Str. K1845,1a,2a,undefined,K1845,O157:H7,undefined,undefined,undefined,United States
public_2657486,genbank: AMUO00000000.1,PA38,PA38,undefined,2c,Homo sapiens (human),PA38,O157:H7,2008-01-01,undefined,undefined,United States
public_2720119,genbank: AQAB00000000.1,P0302293.3,P0302293.3,undefined,undefined,Homo sapiens (human),P0302293.3,undefined,2011-03-01,Stool,undefined,Bangladesh
public_2665826,genbank: AMVF00000000.1,EC1869,EC1869,undefined,undefined,Homo sapiens (human),EC1869,O157:H7,2007-01-01,undefined,undefined,United States
public_2631464,genbank: AKLR00000000.1,PA41,PA41,1a,2c,Homo sapiens (human),PA41,O157:H7,2008-01-01,undefined,undefined,United States
public_2684646,genbank: ANWR00000000.1,KTE192,KTE192,undefined,undefined,Homo sapiens (human),KTE192,undefined,2010-01-01,undefined,undefined,undefined
public_2782113,genbank: CCQO00000000.1,111 Str. E. coli,111 Str. E. coli,undefined,undefined,Homo sapiens (human),29755,111,2009-12-08,Stool,undefined,Norway
public_2893146,genbank: JQFG00000000.1,K1 (2893146),K1 (2893146),undefined,undefined,undefined,939,undefined,2007-01-01,Enteral feeding tube,undefined,"Nottingham, Nottingham, UK"
public_2779311,genbank: CCPZ00000000.1,26 Str. E. coli (2779311),26 Str. E. coli (2779311),1a,undefined,Homo sapiens (human),E. coli,26,2009-07-02,Stool,undefined,Norway
public_2710099,genbank: APYF00000000.1,P0299438.6,P0299438.6,undefined,undefined,Homo sapiens (human),P0299438.6,undefined,2011-03-01,Stool,undefined,Bangladesh
public_2873738,genbank: JOQQ00000000.1,5-172-05_S3_C1,5-172-05_S3_C1,undefined,undefined,Homo sapiens (human),5-172-05_S3_C1,undefined,2009-04-22,Stool,undefined,Tanzania
public_2666292,genbank: AMVG00000000.1,EC1870,EC1870,undefined,2a,Homo sapiens (human),EC1870,O157:H7,2007-01-01,undefined,undefined,United States
public_2799192,genbank: JHGM00000000.1,O26:H1 Str. 2009C-4747,O26:H1 Str. 2009C-4747,1a,undefined,undefined,2009C-4747,O26:H1,undefined,undefined,undefined,United States
public_2868930,genbank: JNRX00000000.1,3-073-06_S3_C2,3-073-06_S3_C2,undefined,undefined,Homo sapiens (human),3-073-06_S3_C2,undefined,2009-04-17,Stool,undefined,Tanzania
public_2877897,genbank: JORT00000000.1,6-319-05_S1_C1,6-319-05_S1_C1,undefined,undefined,Homo sapiens (human),6-319-05_S1_C1,undefined,2009-01-15,Stool,undefined,Tanzania
